"Year","Class","Name","Gender","Mark","Event","State"
"2013","3A","Julia Fowlie, Charlotte (Punta Gorda) and Christina Wiggins, Pine Forest (Pensacola), 11'0""","Girls"," 11'0""","Pole Vault","Florida"
"2013","2A","Nicole Carroll, Tampa Catholic, 11'0""","Girls"," 11'0""","Pole Vault","Florida"
"2013","1A","Amanda Gale, Calvary Christian (Fort Lauderdale), 12'6""","Girls"," 12'6""","Pole Vault","Florida"
"2014","4A","Erica Sergeant, Lake Mary, 12'0""","Girls"," 12'0""","Pole Vault","Florida"
"2014","3A","Taylor Anderson, Mitchell (New Port Richey), 11'6""","Girls"," 11'6""","Pole Vault","Florida"
"2014","2A","Nicole Carroll, Tampa Catholic, 12'0""","Girls"," 12'0""","Pole Vault","Florida"
"2014","1A","Bobbi LaBrant, Indian Rocks Christian (Largo), 10'0""","Girls"," 10'0""","Pole Vault","Florida"
"2015","4A","Dallad Gampton, Buchholz (Gainesville), 11'0''","Girls"," 11'0''","Pole Vault","Florida"
"2015","3A","Jennifer Kistemaker, Osceola (Sanford), 11'6''","Girls"," 11'6''","Pole Vault","Florida"
"2015","2A","Nati Sheppard, Ransom Everglades (Miami), 13'3''","Girls"," 13'3''","Pole Vault","Florida"
"2015","1A","Karin Sastre, Westminster Academy (Fort Lauderdale), 11'3''","Girls"," 11'3''","Pole Vault","Florida"
"2016","4A","Nicole Breske, Winter Park, 12'6''","Girls"," 12'6''","Pole Vault","Florida"
"2016","3A","Samant Stelmaszek, Middleburg, 11'0''","Girls"," 11'0''","Pole Vault","Florida"
"2016","2A","Taylor Logue, Pine Crest (Boca Raton), 10'9''","Girls"," 10'9''","Pole Vault","Florida"
"2016","1A","Morgan Brown, Calvary Christian (Clearwater), 11'0''","Girls"," 11'0''","Pole Vault","Florida"
"2017","4A","Haidyn Turner, Winter Springs, 3.50m","Girls"," 3.50m","Pole Vault","Florida"
"2017","3A","Anigail Olson, Merritt Island, 3..50m","Girls"," 3..50m","Pole Vault","Florida"
"2017","2A","Anne Gutierrez, Ransom Everglades (Miami), 3.50m","Girls"," 3.50m","Pole Vault","Florida"
"2017","1A","Morgan Brown, Calvary Christian (Clearwater), 3.41m","Girls"," 3.41m","Pole Vault","Florida"
"2018","4A","Karen Lyvers, Lakewood Ranch (Bradenton), 3.76m","Girls"," 3.76m","Pole Vault","Florida"
"2018","3A","Madalyn Kish, Niceville, 3.60m","Girls"," 3.60m","Pole Vault","Florida"
"2018","2A","Laine Roberts, Bolles (Jacksonville), 3.85m","Girls"," 3.85m","Pole Vault","Florida"
"2018","1A","Emily Branham, Lakeland Christian, 3.45m","Girls"," 3.45m","Pole Vault","Florida"
"2019","4A","Victoria Ellis, Coral Springs, 11'3.75'","Girls"," 11'3.75'","Pole Vault","Florida"
"2019","3A","Madalyn Kish, Niceville, 12'3.5""","Girls"," 12'3.5""","Pole Vault","Florida"
"2019","2A","Laine Roberts, Bolles (Jacksonville), 12'3.5""","Girls"," 12'3.5""","Pole Vault","Florida"
"2019","1A","Emily Branham, Lakeland Christian, 11'3.75""","Girls"," 11'3.75""","Pole Vault","Florida"
"1996","6A","6A Kelly Greeno, Boone (Orlando), 9’6”","Girls"," 9’6”","Pole Vault","Florida"
"1996","5A","5A Abigail Doucette, River Ridge (New Port Richey), 10’0”","Girls"," 10’0”","Pole Vault","Florida"
"1996","4A","4A Sarah Adams, Sebastian River (Sebastian), 9’0”","Girls"," 9’0”","Pole Vault","Florida"
"1996","3A","3A Jennifer Kehl, Bishop Verot (Fort Myers), 8’0”","Girls"," 8’0”","Pole Vault","Florida"
"1996","2A","2A Sarah Freas, Westminster Academy (Fort Lauderdale), 9’0”","Girls"," 9’0”","Pole Vault","Florida"
"1997","6A","6A Kelly Greeno, Boone (Orlando), 11’4 1/2”","Girls"," 11’4 1/2”","Pole Vault","Florida"
"1997","5A","5A Deanna Shuler, Dwyer (Palm Beach Gardens), 11’3”","Girls"," 11’3”","Pole Vault","Florida"
"1997","4A","4A Sarah Adams, Sebastian River (Sebastian), 10’9”","Girls"," 10’9”","Pole Vault","Florida"
"1997","3A","3A Carrie Crandall, Episcopal (Jacksonville), 9’9 1/4”","Girls"," 9’9 1/4”","Pole Vault","Florida"
"1997","2A","2A Jennifer Portz, Northwest Christian (Miami), 8’6”","Girls"," 8’6”","Pole Vault","Florida"
"1998","6A","6A Megan Westfall, Lincoln (Tallahassee), 11’6 1/4”","Girls"," 11’6 1/4”","Pole Vault","Florida"
"1998","5A","5A Deanna Shuler, Dwyer (Palm Beach Gardens), 12’8”","Girls"," 12’8”","Pole Vault","Florida"
"1998","4A","4A Mason Cathey, Bishop Kenny (Jacksonville), 11’0 1/4”","Girls"," 11’0 1/4”","Pole Vault","Florida"
"1998","3A","3A Christy Turner, Taylor County (Perry), 10’0”","Girls"," 10’0”","Pole Vault","Florida"
"1998","2A","2A Dahlia Lichter, University (Fort Lauderdale), 9’6 1/4”","Girls"," 9’6 1/4”","Pole Vault","Florida"
"1999","6A","6A Chelo Canino, Bloomingdale (Valrico), 11’9 1/4”","Girls"," 11’9 1/4”","Pole Vault","Florida"
"1999","5A","5A Elaine Drevitson, Deltona, 11’0”","Girls"," 11’0”","Pole Vault","Florida"
"1999","4A","4A Amanda Hasenour, Sebastian River (Sebastian), 11’0”","Girls"," 11’0”","Pole Vault","Florida"
"1999","3A","3A Dawn Delo, Bishop Verot (Fort Myers), 10’6”","Girls"," 10’6”","Pole Vault","Florida"
"1999","2A","2A Marianna Ruiz, Carrollton (Miami), 10’0”","Girls"," 10’0”","Pole Vault","Florida"
"2000","4A","4A Chelo Canino, Bloomingdale (Valrico), 11’6”","Girls"," 11’6”","Pole Vault","Florida"
"2000","3A"," Thomas Aquinas (Fort Lauderdale), 11’9”","Girls"," 11’9”","Pole Vault","Florida"
"2000","2A","2A Elizabeth Matson, Gulf Breeze, 11’6”","Girls"," 11’6”","Pole Vault","Florida"
"2000","A","A Carrie Crandall, Episcopal (Jacksonville), 10’6”","Girls"," 10’6”","Pole Vault","Florida"
"1976","2A","Houston McTear, Baker, 10.0","Boys"," 10.0","100y","Florida"
"1976","A","Theryl Brown, Liberty County (Bristol), 10.8","Boys"," 10.8","100y","Florida"
"1977","4A","Cyril Wyatt, Oak Ridge (Orlando), 09.6","Boys"," 09.6","100y","Florida"
"1977","3A","Ron Nelson, Rockledge, 09.9","Boys"," 09.9","100y","Florida"
"1977","2A","Leroy Love, Pahokee, 10.0","Boys"," 10.0","100y","Florida"
"1977","A","Charles Weaver, FAMU (Tallahassee), 10.3","Boys"," 10.3","100y","Florida"
"1978","4A","Javaro Sims, Lake Worth, 09.6","Boys"," 09.6","100y","Florida"
"1978","3A","Donald Frost, Shanks (Quincy), 09.8","Boys"," 09.8","100y","Florida"
"1978","2A","Sam McIver, Taylor (Pierson), 10.3","Boys"," 10.3","100y","Florida"
"1978","A","Chris Corbett, Moore Haven, 10.5","Boys"," 10.5","100y","Florida"
"1979","4A","Walter Monroe, Robinson (Tampa), 09.7","Boys"," 09.7","100y","Florida"
"1979","3A","Richard Ryles, North Shore (West Palm Beach), 09.9","Boys"," 09.9","100y","Florida"
"1979","2A","Julius Hamilton, Frostproof, 09.8","Boys"," 09.8","100y","Florida"
"1979","A","Chris Corbett, Moore Haven, 10.51","Boys"," 10.51","100y","Florida"
"1980","4A","Walter Monroe, Robinson (Tampa), 09.94","Boys"," 09.94","100y","Florida"
"1980","3A","Ollie Anderson, Bayshore (Bradenton), 09.76","Boys"," 09.76","100y","Florida"
"1980","2A","Claude Magee, Clermont, 10.45","Boys"," 10.45","100y","Florida"
"1980","A","Leon Hamilton, Frostproof, 10.53","Boys"," 10.53","100y","Florida"
"1981","4A","Fred Johnson, Ribault (Jacksonville), 09.8","Boys"," 09.8","100y","Florida"
"1981","3A","Robert Leach, Godby (Tallahassee), 09.9","Boys"," 09.9","100y","Florida"
"1981","2A","Keith Ross, Newberry, 10.1","Boys"," 10.1","100y","Florida"
"1981","A","Dexter Bovie, Greensboro, 10.1","Boys"," 10.1","100y","Florida"
"1982","4A","Ernest Polk, Sarasota, 09.8","Boys"," 09.8","100y","Florida"
"1982","3A","Edwin Williams, Lake Wales, 09.8","Boys"," 09.8","100y","Florida"
"1982","2A","Keith Ross, Newberry, 10.0","Boys"," 10.0","100y","Florida"
"1982","A","Anthony Coleman, Hastings, 10.4","Boys"," 10.4","100y","Florida"
"1983","4A","Emerson Williams, Mainland (Daytona Beach), 09.6","Boys"," 09.6","100y","Florida"
"1983","3A","Brent Fullwood, St. Cloud, 09.9","Boys"," 09.9","100y","Florida"
"1983","2A","Carlton Scott, Chiefland, 10.0","Boys"," 10.0","100y","Florida"
"1983","A","James Aldrich, Mount Dora Bible, 10.2","Boys"," 10.2","100y","Florida"
"1984","4A","Sam Smith, Apopka, 09.7","Boys"," 09.7","100y","Florida"
"1984","3A","Arthur Blake, Haines City, 09.5","Boys"," 09.5","100y","Florida"
"1984","2A","Raymond Green, P.K. Yonge (Gainesville), 10.1","Boys"," 10.1","100y","Florida"
"1984","A","Kenneth Perry, FAMU (Tallahassee), 09.9","Boys"," 09.9","100y","Florida"
"1985","4A","Stacy Simmons, Dunedin, 09.6","Boys"," 09.6","100y","Florida"
"1985","3A","Walter Watkins, St. Thomas Aquinas (Fort Lauderdale), 09.7","Boys"," 09.7","100y","Florida"
"1985","2A","Derrick Williams, Havana, 09.9","Boys"," 09.9","100y","Florida"
"1985","A","Garrett Williams, Lakeland Christian, 09.8","Boys"," 09.8","100y","Florida"
"1986","4A","James Flemings, Miami Edison, 10.56","Boys"," 10.56","100m","Florida"
"1986","3A","Walter Watkins, St. Thomas Aquinas (Fort Lauderdale), 10.39","Boys"," 10.39","100m","Florida"
"1986","2A","Raymond Irvin, Father Lopez (Daytona Beach), 10.84","Boys"," 10.84","100m","Florida"
"1986","A","Garrett Williams, Lakeland Christian, 10.90","Boys"," 10.90","100m","Florida"
"1987","4A","Kenneth Brokenburr, Winter Haven, 10.7","Boys"," 10.7","100m","Florida"
"1987","3A","Keith Strong, Lake Gibson (Lakeland), 10.47","Boys"," 10.47","100m","Florida"
"1987","2A","Patrick Williams, Santa Fe (Alachua), 10.85","Boys"," 10.85","100m","Florida"
"1987","A","Amir Rasul, FAMU (Tallahassee), 11.02","Boys"," 11.02","100m","Florida"
"1988","4A","Shannon Baker, Lakeland, 10.69","Boys"," 10.69","100m","Florida"
"1988","3A","William Jackson, Lake Wales, 10.72","Boys"," 10.72","100m","Florida"
"1988","2A","Curtis Johnson, Palmetto, 10.70","Boys"," 10.70","100m","Florida"
"1988","A","Renee Smith, Moore Haven, 10.5","Boys"," 10.5","100m","Florida"
"1989","4A","Shannon Baker, Lakeland , 10.7","Boys"," 10.7","100m","Florida"
"1989","3A","Desi Patterson, Raines (Jacksonville), 10.65","Boys"," 10.65","100m","Florida"
"1989","2A","Frederick Fields, DeSoto County (Arcadia), 10.57","Boys"," 10.57","100m","Florida"
"1989","A","Fred James, Hawthorne, 10.95","Boys"," 10.95","100m","Florida"
"1990","4A","Robert Scott, Winter Haven, 10.41","Boys"," 10.41","100m","Florida"
"1990","3A","Frederick Fields, DeSoto County (Arcadia), 10.42","Boys"," 10.42","100m","Florida"
"1990","2A","Curtis Johnson, Palmetto, 10.41","Boys"," 10.41","100m","Florida"
"1990","A","Frederick James, Hawthorne, 10.81","Boys"," 10.81","100m","Florida"
"1991","4A","Jonathan Carter, Dillard (Fort Lauderdale), 10.83","Boys"," 10.83","100m","Florida"
"1991","3A","Derrick Whitehurst, Escambia (Pensacola), 10.68","Boys"," 10.68","100m","Florida"
"1991","2A","Craig Jackson, Clay (Green Cove Springs), 10.7","Boys"," 10.7","100m","Florida"
"1991","A","Vincent White, Chattahoochee, 11.1","Boys"," 11.1","100m","Florida"
"1971","2A","Ernest Pough, New Stanton (Jacksonville), 09.7","Boys"," 09.7","100y","Florida"
"1971","A","Lyle Lattimore, DeSoto County (Arcadia), 09.9","Boys"," 09.9","100y","Florida"
"1971","B","John Davidson, St. Cloud, 09.7","Boys"," 09.7","100y","Florida"
"1971","C","Carl Brown, Graceville, 10.3","Boys"," 10.3","100y","Florida"
"1972","4A","Jessie Forbes, Leon (Tallahassee), 09.8","Boys"," 09.8","100y","Florida"
"1972","3A","Walter Arnold, Haines City, 10.0","Boys"," 10.0","100y","Florida"
"1972","2A","Anthony Stroman, DeSoto County (Arcadia), 10.0","Boys"," 10.0","100y","Florida"
"1972","A","George Shuler, FAMU (Tallahassee), 10.2","Boys"," 10.2","100y","Florida"
"1973","4A","Jessie Forbes, Leon (Tallahassee), 09.6","Boys"," 09.6","100y","Florida"
"1973","3A","Willie Wilder, Haines City, 09.6","Boys"," 09.6","100y","Florida"
"1973","2A","Houston McTear, Baker, 09.7","Boys"," 09.7","100y","Florida"
"1973","A","George Shuler, FAMU (Tallahassee), 09.8","Boys"," 09.8","100y","Florida"
"1974","4A","James Brown, Mainland (Daytona Beach), 09.8","Boys"," 09.8","100y","Florida"
"1974","3A","John Jackson, Oviedo, 10.1","Boys"," 10.1","100y","Florida"
"1974","2A","Houston McTear, Baker, 10.1","Boys"," 10.1","100y","Florida"
"1974","A","Eddie Davis, FAMU (Tallahassee), 10.2","Boys"," 10.2","100y","Florida"
"1976","4A","Calvin Raley, Raines (Jacksonville), 09.4","Boys"," 09.4","100y","Florida"
"1976","3A","Cris Collinsworth, Astronaut (Titusville),","Boys","10.0","100y","Florida"
"1992","4A","Larry Barther, Raines (Jacksonville), 10.67","Boys"," 10.67","100m","Florida"
"1992","3A","Tony McCall, Forest (Ocala), 10.61","Boys"," 10.61","100m","Florida"
"1992","2A","Gilbert Grantlin, Glades Central (Belle Glade), 10.74","Boys"," 10.74","100m","Florida"
"1992","A","Vincent White, Chattahoochee, 11.0","Boys"," 11.0","100m","Florida"
"1993","4A","Willie Brown, Kathleen (Lakeland), 10.76","Boys"," 10.76","100m","Florida"
"1993","3A","Tony McCall, Forest (Ocala), 10.38","Boys"," 10.38","100m","Florida"
"1993","2A","Jim Turner, Bishop Kenny (Jacksonville), 10.61","Boys"," 10.61","100m","Florida"
"1993","A","Vincent Brown, Chattahoochee, 10.93","Boys"," 10.93","100m","Florida"
"1994","5A","Trevor Rush, Mosley (Lynn Haven), 10.54","Boys"," 10.54","100m","Florida"
"1994","4A","Terry Sams, Buchholz (Gainesville), 10.64","Boys"," 10.64","100m","Florida"
"1994","3A","Eric Hodges, Ribault (Jacksonville), 10.53","Boys"," 10.53","100m","Florida"
"1994","2A","Marcus Bullock, Pensacola Catholic, 10.85","Boys"," 10.85","100m","Florida"
"1994","A","Matthew Estevez, Keswick Christian (St. Petersburg), 11.01","Boys"," 11.01","100m","Florida"
"1995","6A","Trevor Rush, Mosley (Lynn Haven), 10.64","Boys"," 10.64","100m","Florida"
"1995","5A","Bobby Williams, Buchholz (Gainesville), 10:48","Boys","10.48","100m","Florida"
"1995","4A","James Stanislas, Shanks (Quincy), 10.87","Boys"," 10.87","100m","Florida"
"1995","3A","Marcus Bullock, Pensacola Catholic, 10.71","Boys"," 10.71","100m","Florida"
"1995","2A","Leroy Myers, Moore Haven, 11.11","Boys"," 11.11","100m","Florida"
"1996","6A","Travis McNichols, Hialeah Miami Lakes, 10.71","Boys"," 10.71","100m","Florida"
"1996","5A","Jarrish Outlaw, Boca Ciega (Gulfport), 10.89","Boys"," 10.89","100m","Florida"
"1996","4A","Richardo Shaw, Shanks (Quincy), 10.40","Boys"," 10.40","100m","Florida"
"1996","3A","David Ford, Cardinal Newman (West Palm Beach), 10.89","Boys"," 10.89","100m","Florida"
"1996","2A","Mike White, Cottondale, 10.94","Boys"," 10.94","100m","Florida"
"1997","6A","Gerald Wright, Apopka, 10.74","Boys"," 10.74","100m","Florida"
"1997","5A","Gary White, Wolfson (Jacksonville), 10.66","Boys"," 10.66","100m","Florida"
"1997","4A","John Capel, Hernando (Brooksville), 10.46","Boys"," 10.46","100m","Florida"
"1997","3A","Bennie Alexander, Union County (Lake Butler), 10.83","Boys"," 10.83","100m","Florida"
"1997","2A","Devin Pierce, Westminster Academy (Fort Lauderdale), 11.05","Boys"," 11.05","100m","Florida"
"1998","6A","Dematrius Ivey, Miami Southridge, 10.52","Boys"," 10.52","100m","Florida"
"1998","5A","Tim Carter, Lakewood (St. Petersburg), 10.49","Boys"," 10.49","100m","Florida"
"1998","4A","Brian Smith, Booker (Sarasota), 10.54","Boys"," 10.54","100m","Florida"
"1998","3A","Markie Jackson, Taylor County (Perry), 10.95","Boys"," 10.95","100m","Florida"
"1998","2A","C. Edwards, Lake Highland Prep (Orlando), 11.21","Boys"," 11.21","100m","Florida"
"1999","6A","Luther Huggins, Miami Jackson, 10.62","Boys"," 10.62","100m","Florida"
"1999","5A","Cols Colas, South Plantation, 10.70","Boys"," 10.70","100m","Florida"
"1999","4A","Johnnie Mullins, Glades Central (Belle Glade), 10.85","Boys"," 10.85","100m","Florida"
"1999","3A","Markie Jackson, Taylor County (Perry), 10.98","Boys"," 10.98","100m","Florida"
"1999","2A","Taylor Jacobs, FAMU (Tallahassee), 11.05","Boys"," 11.05","100m","Florida"
"2000","4A","Mike Frater, Boyd Anderson (Lauderdale Lakes), 10.79","Boys"," 10.79","100m","Florida"
"2000","3A","Justin Gatlin, Woodham (Pensacola), 10.69","Boys"," 10.69","100m","Florida"
"2000","2A","Jason Cannon, Astronaut (Titusville), 10.83","Boys"," 10.83","100m","Florida"
"2000","A","Jeff Miller, Trinity Prep (Winter Park), 11.22","Boys"," 11.22","100m","Florida"
"2001","4A","Dwight Ellick, Wharton (Tampa), 10.84","Boys"," 10.84","100m","Florida"
"2001","3A","Frederick Robinson, Glades Central (Belle Glade), 10.79","Boys"," 10.79","100m","Florida"
"2001","2A","Willie Lewis, Astronaut (Titusville), 10.97","Boys"," 10.97","100m","Florida"
"2001","A","Reggie Quinn, Port St. Joe, 10.97","Boys"," 10.97","100m","Florida"
"2002","4A","Travarous Bain, Miami Northwestern, 10.74","Boys"," 10.74","100m","Florida"
"2002","3A","Fredrick Robinson, Glades Central (Belle Glade), 10.65","Boys"," 10.65","100m","Florida"
"2002","2A","Demetrice Hankerson, Bradford (Starke), 10.85","Boys"," 10.85","100m","Florida"
"2002","A","Kareem Edwards, Dade Christian (Miami), 10.75","Boys"," 10.75","100m","Florida"
"2003","4A","Walter Dix, Coral Springs, 10.46","Boys"," 10.46","100m","Florida"
"2003","3A","Xavier Carter, Palm Bay (Melbourne), 10.59","Boys"," 10.59","100m","Florida"
"2003","2A","McIntosh Nicolas, Immokalee, 10.83","Boys"," 10.83","100m","Florida"
"2003","A","Reginald Knox, Havana Northside, 10.82","Boys"," 10.82","100m","Florida"
"2004","4A","Walter Dix, Coral Springs, 10.38","Boys"," 10.38","100m","Florida"
"2004","3A","Xavier Carter, Palm Bay (Melbourne), 10.56","Boys"," 10.56","100m","Florida"
"2004","2A","Brandon Bass, Bradford (Starke), 10.91","Boys"," 10.91","100m","Florida"
"2004","1A","Ronnie Jackson, Chattahoochee, 11.02","Boys"," 11.02","100m","Florida"
"2005","4A","Teddy Poole, Lakeland, 10.89","Boys"," 10.89","100m","Florida"
"2005","3A","O.J. Murdock, Middleton (Tampa), 10.66","Boys"," 10.66","100m","Florida"
"2005","2A","Jacoby Ford, Cardinal Newman (West Palm Beach), 10.32","Boys"," 10.32","100m","Florida"
"2005","1A","Lavaris Edwards, Bay Point (Miami), 10.92","Boys"," 10.92","100m","Florida"
"2006","4A","Harry Adams, Dillard (Fort Lauderdale), 10.31","Boys"," 10.31","100m","Florida"
"2006","3A","Jeremy Hall, Wolfson (Jacksonville), 10.44","Boys"," 10.44","100m","Florida"
"2006","2A","C.J. Spiller, Union County (Lake Butler), 10.95","Boys"," 10.95","100m","Florida"
"2006","1A","Bernard Scott, Admiral Farragut (St. Petersburg), 10.86","Boys"," 10.86","100m","Florida"
"2007","4A","Harold Howell, Mandarin (Jacksonville), 10.72","Boys"," 10.72","100m","Florida"
"2007","3A","Leonardo Seymore, Dwyer (Palm Beach Gardens), 10.82","Boys"," 10.82","100m","Florida"
"2007","2A","Jeffery Demps, South Lake (Groveland), 10.37","Boys"," 10.37","100m","Florida"
"2007","1A","Onterio McCalebb, Fort Meade, 10.93","Boys"," 10.93","100m","Florida"
"2008","4A","Dentarius Locke, Chamberlain (Tampa), 10.72","Boys"," 10.72","100m","Florida"
"2008","3A","Jeffery Demps, South Lake (Groveland), 10.4","Boys"," 10.4","100m","Florida"
"2008","2A","Jasmin Parker, Raines (Jacksonville), 10.74","Boys"," 10.74","100m","Florida"
"2008","1A","Jonathan Woodbine, Florida Christian (Miami), 11.13","Boys"," 11.13","100m","Florida"
"2009","4A","Dentarius Locke, Chamberlain (Tampa), 10.32","Boys"," 10.32","100m","Florida"
"2009","3A","John Little, Eastside (Gainesville), 10.53","Boys"," 10.53","100m","Florida"
"2009","2A","Derrick Hopkins, Monsignor Pace (Miami), 10.64","Boys"," 10.64","100m","Florida"
"2009","1A","Serge Trezy, Agape Christian (Orlando), 11.41","Boys"," 11.41","100m","Florida"
"2010","4A","Marvin Bracy, Boone (Orlando), 10.19","Boys"," 10.19","100m","Florida"
"2010","3A","Michael Bellamy, Charlotte (Punta Gorda), 10.51","Boys"," 10.51","100m","Florida"
"2010","2A","Jerimy Strainge, North Broward Prep (Coconut Creek), 10.66","Boys"," 10.66","100m","Florida"
"2010","1A","Lee Williams, Maclay (Tallahassee), 10.99","Boys"," 10.99","100m","Florida"
"2011","4A","Marvin Bracy, Boone (Orlando), 10.39","Boys"," 10.39","100m","Florida"
"2011","3A","Tyler Osorio, Celebration, 10.54","Boys"," 10.54","100m","Florida"
"2011","2A","Levonte Whitfield, Jones (Orlando), 10.69","Boys"," 10.69","100m","Florida"
"2011","1A","Lee Williams, Maclay (Tallahassee), 10.90","Boys"," 10.90","100m","Florida"
"2012","4A","Marvin Bracy, Boone (Orlando), 10.52","Boys"," 10.52","100m","Florida"
"2012","3A","Kendal Williams, Stanton (Jacksonville), 10.49","Boys"," 10.49","100m","Florida"
"2012","2A","Levonte Whitfield, Jones (Orlando), 10.49","Boys"," 10.49","100m","Florida"
"2012","1A","Lee Williams, Maclay (Tallahassee), 10.80","Boys"," 10.80","100m","Florida"
"2013","4A","Amir Rasul, Columbus (Miami), 10.81","Boys"," 10.81","100m","Florida"
"2013","3A","Trayvon Bromell, Gibbs (St. Petersburg), 10.45","Boys"," 10.45","100m","Florida"
"2013","2A","Wilkerson Myrtil, Jones (Orlando), 10.63","Boys"," 10.63","100m","Florida"
"2013","1A","Kwadarius Smith, First Academy (Orlando), 10.55","Boys"," 10.55","100m","Florida"
"2014","4A","Terry Jernigan, East Ridge (Clermont), 10.51","Boys"," 10.51","100m","Florida"
"2014","3A","Kendal Williams, Stanton (Jacksonville), 10.33","Boys"," 10.33","100m","Florida"
"2014","2A","Nigel Bethel II, Washington (Miami), 10.73","Boys"," 10.73","100m","Florida"
"2014","1A","Michael Timpson Jr., First Academy (Orlando), 11.01","Boys"," 11.01","100m","Florida"
"2015","4A","Isaiah Taylor, West Broward, 10.48","Boys"," 10.48","100m","Florida"
"2015","3A","Devin Quinn, Charlotte, 10.58","Boys"," 10.58","100m","Florida"
"2015","2A","Chauncey Gardner, Cocoa, 10.38","Boys"," 10.38","100m","Florida"
"2015","1A","Kiande Phillips, Foundation A, 10.77","Boys"," 10.77","100m","Florida"
"2016","4A","Bryand Rincher, Piper, 10.67","Boys"," 10.67","100m","Florida"
"2016","3A","Marcus Reaves, Pine Forest, 10.92","Boys"," 10.92","100m","Florida"
"2016","2A","Anthony Schwartz, American Heritage, 10.68","Boys"," 10.68","100m","Florida"
"2016","1A","Alex Gray, Admiral Farragut (St. Petersburg), 11.12","Boys"," 11.12","100m","Florida"
"2017","4A","Lavonte Valentine, East Ridge, 10.61","Boys"," 10.61","100m","Florida"
"2017","3A","Chauncy Smart, Auburndale, 10.56","Boys"," 10.56","100m","Florida"
"2017","2A","Tyson Campbell, American Heritage (Plantation), 10.76","Boys"," 10.76","100m","Florida"
"2017","1A","Owen Clanahan, Bishop McLaughlin, 11.03","Boys"," 11.03","100m","Florida"
"2018","4A","Terrence Horne Jr., Miramar, 10.48","Boys"," 10.48","100m","Florida"
"2018","3A","Jaquez Stuart, Miami Northwestern, 10.53","Boys"," 10.53","100m","Florida"
"2018","2A","Anthony Schwartz, American Heritage (Plantation), 10.07","Boys"," 10.07","100m","Florida"
"2018","1A","Evan Miller, Zephyrhills, 10.75","Boys"," 10.75","100m","Florida"
"2019","4A","Taylor Banks, Miramar, 10.69","Boys"," 10.69","100m","Florida"
"2019","3A","Marcus Fleming, Miami Northwestern, 10.62","Boys"," 10.62","100m","Florida"
"2019","2A","Milledge Seneca, Dunbar (Fort Myers), 10.55","Boys"," 10.55","100m","Florida"
"2019","1A","Kesean Brown, Oak Hall (Gainesville), 10.74","Boys"," 10.74","100m","Florida"
"1971","A","Frank Ogles, Niceville, 1:55.8","Boys"," 1:55.8","880y","Florida"
"1971","B","David Price, Florida High (Tallahassee), 02:01.0","Boys"," 02:01.0","880y","Florida"
"1971","C","Billy Brinson, Liberty County (Bristol), 2:02.0","Boys"," 2:02.0","880y","Florida"
"1972","4A","LeRoy Bell, Miami Killian, 1:53.3","Boys"," 1:53.3","880y","Florida"
"1972","3A","N. Prinz, Bishop Barry (St. Petersburg), 01:56.2","Boys"," 01:56.2","880y","Florida"
"1972","2A","Carl Henry, Jefferson County (Monticello), 01:55.7","Boys"," 01:55.7","880y","Florida"
"1972","A","G. Mills, John Carroll (Fort Pierce), 2:04.1","Boys"," 2:04.1","880y","Florida"
"1973","4A","Robert Dixon, Brandon, 1:54.5","Boys"," 1:54.5","880y","Florida"
"1973","3A","Keith Lee, Crestview, 1:54.2","Boys"," 1:54.2","880y","Florida"
"1973","2A","Doug Garcia, Santa Fe (Alachua), 1:59.5","Boys"," 1:59.5","880y","Florida"
"1973","A","Robin Pauley, Bunnell, 2:02.1","Boys"," 2:02.1","880y","Florida"
"1974","4A","Wayne Embree, Largo, 1:54.4","Boys"," 1:54.4","880y","Florida"
"1974","3A","Glen Kettenacker, Astronaut (Titusville), 01:53.4","Boys"," 01:53.4","880y","Florida"
"1974","2A","Earl Caruthers, St. Petersburg Catholic, 01:55.8","Boys"," 01:55.8","880y","Florida"
"1974","A","Ronald Maloy, Frostproof, 2:04.5","Boys"," 2:04.5","880y","Florida"
"1976","4A","Rob Gomez, Boca Ciega (Gulfport), 1:52.9","Boys"," 1:52.9","880y","Florida"
"1976","3A","Earl Hill, Buchholz (Gainesville), 1:52.8","Boys"," 1:52.8","880y","Florida"
"1976","2A","Alphonse Williams, Avon Park, 1:59.5","Boys"," 1:59.5","880y","Florida"
"1976","A","Robert Fleck, Westminster Academy (Fort Lauderdale), 2:01.0","Boys"," 2:01.0","880y","Florida"
"1977","4A","Carlos Carrilo, Titusville, 1:52.4","Boys"," 1:52.4","880y","Florida"
"1977","3A","Earl Hill, Buchholz (Gainesville), 1:55.3","Boys"," 1:55.3","880y","Florida"
"1977","2A","Alphonso Williams, Avon Park, 1:58.6","Boys"," 1:58.6","880y","Florida"
"1977","A","Bobby Wilson, Freeport, 2:02.8","Boys"," 2:02.8","880y","Florida"
"1978","4A","Rob Gomez, Boca Ciega (Gulfport), 1:53.3","Boys"," 1:53.3","880y","Florida"
"1978","3A","Travis Keltner, Lely (Naples), 1:54.8","Boys"," 1:54.8","880y","Florida"
"1978","2A","Mark Jacob, Crescent City, 1:57.2","Boys"," 1:57.2","880y","Florida"
"1978","A","Paul McNulty, Trinity Prep (Winter Park), 01:59.9","Boys"," 01:59.9","880y","Florida"
"1979","4A","William Gower, Pinellas Park (Largo), 1:54.4","Boys"," 1:54.4","880y","Florida"
