MEET,,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,400 Meters,2021,10,"Dakai, Charles",Mount Saint Charles,52.812,,,,,
States,,400 Meters,2021,11,"Healey, Sam",Classical,52.817,,,,,
States,,400 Meters,2021,12,"Mumford, Hunter",Exeter-West Greenwich,53.18,,,,,
States,,400 Meters,2021,13,"Gilson, Jeb",Cumberland,53.38,,,,,
States,,400 Meters,2021,14,"Dorsey, Justin",Pilgrim,53.43,,,,,
States,,400 Meters,2021,15,"Khanjari, Cole",Cranston West,53.90,,,,,
States,,400 Meters,2021,16,"Fillion, Oliver",Lincoln,54.05,,,,,
States,,400 Meters,2021,17,"Noecker, Owen",Mount Saint Charles,54.33,,,,,
States,,400 Meters,2021,18,"Sposato, Elias",Chariho,54.50,,,,,
States,,800 Meters,2021,1,"Kipyego, Darius",St. Raphael's,1:54.04,,,,,
States,,800 Meters,2021,2,"Dyer, Ryan",Bishop Hendricken,1:57.40,,,,,
States,,800 Meters,2021,3,"Molis, Owen",Cumberland,1:57.65,,,,,
States,,800 Meters,2021,4,"McGregor, Evan",Bishop Hendricken,1:57.83,,,,,
States,,800 Meters,2021,5,"Serra, Jacob",Westerly,1:57.84,,,,,
States,,800 Meters,2021,6,"Capalbo, Antonio",South Kingstown,1:59.07,,,,,
States,,800 Meters,2021,7,"Kluth, Kaden",Portsmouth,1:59.08,,,,,
States,,800 Meters,2021,8,"Saddlemire, Elijah",Smithfield,1:59.29,,,,,
States,,800 Meters,2021,9,"Fogarty, Nathan",Wheeler,1:59.36,,,,,
States,,800 Meters,2021,10,"Flint, Chase",Narragansett,2:00.26,,,,,
States,,800 Meters,2021,11,"Rocha, Jorge",Cumberland,2:00.91,,,,,
States,,800 Meters,2021,12,"Martin, Nicholas",East Greenwich,2:01.40,,,,,
States,,800 Meters,2021,13,"Bishop, Lachlan",LaSalle,2:01.83,,,,,
States,,800 Meters,2021,14,"Happenny, Benjamin",Mount Saint Charles,2:01.91,,,,,
States,,800 Meters,2021,15,"Parenteau, David",LaSalle,2:01.97,,,,,
States,,800 Meters,2021,16,"Golas, Joseph",Chariho,2:03.15,,,,,
States,,800 Meters,2021,17,"Lombardi, Jack",East Greenwich,2:04.05,,,,,
States,,800 Meters,2021,x,"Sullivan, Jacob",North Kingstown,DNF,,,,,
States,,1500 Meters,2021,1,"Capalbo, Antonio",South Kingstown,3:56.44,,,,,
States,,1500 Meters,2021,2,"Reynolds, Evan",Bishop Hendricken,3:56.51,,,,,
States,,1500 Meters,2021,3,"McGregor, Evan",Bishop Hendricken,3:58.48,,,,,
States,,1500 Meters,2021,4,"Kluth, Kaden",Portsmouth,3:58.64,,,,,
States,,1500 Meters,2021,5,"Leach, Chase",LaSalle,3:59.25,,,,,
States,,1500 Meters,2021,6,"McLoughlin, Jack",LaSalle,3:59.27,,,,,
States,,1500 Meters,2021,7,"Dyer, Ryan",Bishop Hendricken,4:02.26,,,,,
States,,1500 Meters,2021,8,"Michaud, Cooper",Classical,4:04.26,,,,,
States,,1500 Meters,2021,9,"Lombardi, Jack",East Greenwich,4:10.00,,,,,
States,,1500 Meters,2021,10,"Melnick, Adam",Narragansett,4:14.62,,,,,
States,,1500 Meters,2021,11,"Martin, Nicholas",East Greenwich,4:16.83,,,,,
States,,1500 Meters,2021,12,"Principe, Jesse",West Warwick,4:19.71,,,,,
States,,1500 Meters,2021,13,"Weeden, Finn",Chariho,4:20.00,,,,,
States,,1500 Meters,2021,14,"Cummins, Sullivan",Chariho,4:31.51,,,,,
States,,1500 Meters,2021,15,"Carpenter, Ethan",Cumberland,4:32.02,,,,,
States,,1500 Meters,2021,16,"Santos, Blake",LaSalle,4:46.23,,,,,
States,,3000 Meters,2021,1,"Leach, Chase",LaSalle,8:39.00,,,,,
States,,3000 Meters,2021,2,"Reynolds, Evan",Bishop Hendricken,8:41.39,,,,,
States,,3000 Meters,2021,3,"Thibodeau, Adam",LaSalle,8:44.82,,,,,
States,,3000 Meters,2021,4,"Dennen, Henry",Cumberland,8:46.30,,,,,
States,,3000 Meters,2021,5,"Slaney, Ryan",Mount Saint Charles,8:47.32,,,,,
States,,3000 Meters,2021,6,"McLoughlin, Jack",LaSalle,8:52.49,,,,,
States,,3000 Meters,2021,7,"Casey, John",LaSalle,8:57.19,,,,,
States,,3000 Meters,2021,8,"Rogers, Blake",LaSalle,8:59.80,,,,,
States,,3000 Meters,2021,9,"Maxwell, Alexander",LaSalle,9:03.23,,,,,
States,,3000 Meters,2021,10,"Vaughn, Holden",Barrington,9:04.72,,,,,
States,,3000 Meters,2021,11,"McCue, Cole",Cumberland,9:12.07,,,,,
States,,3000 Meters,2021,12,"Silvestri, Troy",Bishop Hendricken,9:12.90,,,,,
States,,3000 Meters,2021,13,"Mott, Nicholas",Classical,9:13.08,,,,,
States,,3000 Meters,2021,14,"Tierney, Keegan",Bishop Hendricken,9:15.71,,,,,
States,,3000 Meters,2021,15,"Breard, Joshua",Bishop Hendricken,9:23.38,,,,,
States,,3000 Meters,2021,16,"Connolly, Jacob",East Greenwich,9:27.46,,,,,
States,,3000 Meters,2021,17,"Frezza, Andrew",Bishop Hendricken,9:47.35,,,,,
States,,400 Meter Relay,2021,1,"Felix, Joel",Bishop Hendricken,42.97,,,,,
States,,400 Meter Relay,2021,1,"Durand, Brandyn",Bishop Hendricken,,,,,,
States,,400 Meter Relay,2021,1,"Pemberton, Kamalie",Bishop Hendricken,,,,,,
States,,400 Meter Relay,2021,1,"Kopech, Jake",Bishop Hendricken,,,,,,
States,,400 Meter Relay,2021,2,"Monteiro, Corey",LaSalle,43.40,,,,,
States,,400 Meter Relay,2021,2,"Bamgbala, Jubril",LaSalle,,,,,,
States,,400 Meter Relay,2021,2,"Monteiro, Camron",LaSalle,,,,,,
States,,400 Meter Relay,2021,2,"Gibbons, Jared",LaSalle,,,,,,
States,,400 Meter Relay,2021,3,"Bielawa, Jack",Portsmouth,43.94,,,,,
States,,400 Meter Relay,2021,3,"Bielawa, Sam",Portsmouth,,,,,,
States,,400 Meter Relay,2021,3,"Maedke, John",Portsmouth,,,,,,
States,,400 Meter Relay,2021,3,"Fahrney, Colby",Portsmouth,,,,,,
States,,400 Meter Relay,2021,4,"Obiga, Z'Iondre",Juanita Sanchez,44.53,,,,,
States,,400 Meter Relay,2021,4,"Forfana, Ben",Juanita Sanchez,,,,,,
States,,400 Meter Relay,2021,4,"Omona, Bernard",Juanita Sanchez,,,,,,
States,,400 Meter Relay,2021,4,"Rivera, Alexundes",Juanita Sanchez,,,,,,
States,,400 Meter Relay,2021,5,"Degaitas, Krystofer",Cranston West,44.90,,,,,
States,,400 Meter Relay,2021,5,"Teixeira, Makai",Cranston West,,,,,,
States,,400 Meter Relay,2021,5,"DelNigro, Alex",Cranston West,,,,,,
States,,400 Meter Relay,2021,5,"Conti, Michael",Cranston West,,,,,,
States,,400 Meter Relay,2021,6,"Marschat, Adam",East Providence,45.07,,,,,
States,,400 Meter Relay,2021,6,"Abdullah, Yusef",East Providence,,,,,,
States,,400 Meter Relay,2021,6,"Fiore, Justin",East Providence,,,,,,
States,,400 Meter Relay,2021,6,"Owens, Elijah",East Providence,,,,,,
States,,400 Meter Relay,2021,7,"Lacroix, Mikel",Cumberland,45.77,,,,,
States,,400 Meter Relay,2021,7,"Thurman, Jake",Cumberland,,,,,,
States,,400 Meter Relay,2021,7,"Moreira, Mason",Cumberland,,,,,,
States,,400 Meter Relay,2021,7,"Laverty, Garrett",Cumberland,,,,,,
States,,400 Meter Relay,2021,8,"Basile, Eric",Smithfield,45.89,,,,,
States,,400 Meter Relay,2021,8,"Isble, Zachary",Smithfield,,,,,,
States,,400 Meter Relay,2021,8,"Knobel, Jeremy",Smithfield,,,,,,
States,,400 Meter Relay,2021,8,"Schiller, Nate",Smithfield,,,,,,
States,,400 Meter Relay,2021,9,"Fletcher, Aiden",Lincoln,45.94,,,,,
States,,400 Meter Relay,2021,9,"Fillion, Oliver",Lincoln,,,,,,
States,,400 Meter Relay,2021,9,"Leonetti, Marco",Lincoln,,,,,,
States,,400 Meter Relay,2021,9,"Clemetson, Kameron",Lincoln,,,,,,
States,,400 Meter Relay,2021,10,"Carson, Logan",Coventry,46.07,,,,,
States,,400 Meter Relay,2021,10,"Major, Austin",Coventry,,,,,,
States,,400 Meter Relay,2021,10,"Farland, Devon",Coventry,,,,,,
States,,400 Meter Relay,2021,10,"Kelling, Nate",Coventry,,,,,,
States,,400 Meter Relay,2021,11,"Lague, Harry",Narragansett,46.28,,,,,
States,,400 Meter Relay,2021,11,"Flint, Chase",Narragansett,,,,,,
States,,400 Meter Relay,2021,11,"Connor, Finn",Narragansett,,,,,,
States,,400 Meter Relay,2021,11,"Potter, Shawn",Narragansett,,,,,,
States,,400 Meter Relay,2021,12,"Farley, Will",Rogers,46.94,,,,,
States,,400 Meter Relay,2021,12,"Lockhart, Nicholas",Rogers,,,,,,
States,,400 Meter Relay,2021,12,"Cuevas, Angelo",Rogers,,,,,,
States,,400 Meter Relay,2021,12,"Wright, Donavan",Rogers,,,,,,
States,,400 Meter Relay,2021,13,"Coffey, Jack",Ponaganset,48.50,,,,,
States,,400 Meter Relay,2021,13,"Beaudry, Greg",Ponaganset,,,,,,
States,,400 Meter Relay,2021,13,"Zambarano, John",Ponaganset,,,,,,
States,,400 Meter Relay,2021,13,"Carty, Addison",Ponaganset,,,,,,
States,,400 Meter Relay,2021,x,"Carrison, Borys",East Greenwich,DQ,,,,,
States,,400 Meter Relay,2021,x,"Mega, Andrew",East Greenwich,,,,,,
States,,400 Meter Relay,2021,x,"Plympton, Nathan",East Greenwich,,,,,,
States,,400 Meter Relay,2021,x,"Schambers, Matthew",East Greenwich,,,,,,
States,,1600 Meter Relay,2021,1,"Rivera, Alexundes",Juanita Sanchez,3:22.74,,,,,
States,,1600 Meter Relay,2021,1,"Omona, Bernard",Juanita Sanchez,,,,,,
States,,1600 Meter Relay,2021,1,"Obiga, Z'Iondre",Juanita Sanchez,,,,,,
States,,1600 Meter Relay,2021,1,"Nayte, Mahari",Juanita Sanchez,,,,,,
States,,1600 Meter Relay,2021,2,"Schultz, John",North Kingstown,3:27.58,,,,,
States,,1600 Meter Relay,2021,2,"Sullivan, Jacob",North Kingstown,,,,,,
States,,1600 Meter Relay,2021,2,"Piturro, Greg",North Kingstown,,,,,,
States,,1600 Meter Relay,2021,2,"Ferrell, Cameron",North Kingstown,,,,,,
States,,1600 Meter Relay,2021,3,"Kipyego, Devan",St. Raphael's,3:29.06,,,,,
States,,1600 Meter Relay,2021,3,"Mayol, Pedro",St. Raphael's,,,,,,
States,,1600 Meter Relay,2021,3,"Pereira, Jack",St. Raphael's,,,,,,
States,,1600 Meter Relay,2021,3,"Kipyego, Darius",St. Raphael's,,,,,,
States,,1600 Meter Relay,2021,4,"Gilson, Jeb",Cumberland,3:30.08,,,,,
States,,1600 Meter Relay,2021,4,"Rocha, Jorge",Cumberland,,,,,,
States,,1600 Meter Relay,2021,4,"Carpenter, Ethan",Cumberland,,,,,,
States,,1600 Meter Relay,2021,4,"Molis, Owen",Cumberland,,,,,,
States,,1600 Meter Relay,2021,5,"Bielawa, Jack",Portsmouth,3:31.43,,,,,
States,,1600 Meter Relay,2021,5,"Maedke, John",Portsmouth,,,,,,
States,,1600 Meter Relay,2021,5,"Brady, Jeff",Portsmouth,,,,,,
States,,1600 Meter Relay,2021,5,"Kluth, Kaden",Portsmouth,,,,,,
States,,1600 Meter Relay,2021,6,"Domingo, Jackson",LaSalle,3:31.73,,,,,
States,,1600 Meter Relay,2021,6,"Flores, Raymond",LaSalle,,,,,,
States,,1600 Meter Relay,2021,6,"Menon, Rohan",LaSalle,,,,,,
States,,1600 Meter Relay,2021,6,"Bishop, Lachlan",LaSalle,,,,,,
States,,1600 Meter Relay,2021,7,"Capalbo, Antonio",South Kingstown,3:32.86,,,,,
States,,1600 Meter Relay,2021,7,"Mathews, Jacob",South Kingstown,,,,,,
States,,1600 Meter Relay,2021,7,"Reid, James",South Kingstown,,,,,,
States,,1600 Meter Relay,2021,7,"Shiels, Brody",South Kingstown,,,,,,
States,,1600 Meter Relay,2021,8,"Kelly, Tanner",Westerly,3:34.45,,,,,
States,,1600 Meter Relay,2021,8,"Serra, Jacob",Westerly,,,,,,
States,,1600 Meter Relay,2021,8,"Delicato, Jakob",Westerly,,,,,,
States,,1600 Meter Relay,2021,8,"Guarnieri, Joey",Westerly,,,,,,
States,,1600 Meter Relay,2021,9,"Hauser, Steven",Bishop Hendricken,3:34.79,,,,,
States,,1600 Meter Relay,2021,9,"Monteiro, A.J.",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,2021,9,"Naiefeh, Jacob",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,2021,9,"Dyer, Ryan",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,2021,10,"Sayles, Aidan",Smithfield,3:34.94,,,,,
States,,1600 Meter Relay,2021,10,"Saddlemire, Elijah",Smithfield,,,,,,
States,,1600 Meter Relay,2021,10,"Isble, Zachary",Smithfield,,,,,,
States,,1600 Meter Relay,2021,10,"Schiller, Nate",Smithfield,,,,,,
States,,1600 Meter Relay,2021,11,"Barnes, Lucas",Rogers,3:37.46,,,,,
States,,1600 Meter Relay,2021,11,"Farley, Will",Rogers,,,,,,
States,,1600 Meter Relay,2021,11,"Cuevas, Angelo",Rogers,,,,,,
States,,1600 Meter Relay,2021,11,"Wright, Donavan",Rogers,,,,,,
States,,1600 Meter Relay,2021,12,"Healey, Sam",Classical,3:37.91,,,,,
States,,1600 Meter Relay,2021,12,"Deshaw, Wade",Classical,,,,,,
States,,1600 Meter Relay,2021,12,"Michaud, Cooper",Classical,,,,,,
States,,1600 Meter Relay,2021,12,"Fakolujo, Babatunde",Classical,,,,,,
States,,1600 Meter Relay,2021,13,"Clarkin, Andrew",Coventry,3:44.56,,,,,
States,,1600 Meter Relay,2021,13,"Kelling, Nate",Coventry,,,,,,
States,,1600 Meter Relay,2021,13,"Marszalek, Riley",Coventry,,,,,,
States,,1600 Meter Relay,2021,13,"Brothers, Peter",Coventry,,,,,,
States,,1600 Meter Relay,2021,14,"Vaughn, Holden",Barrington,3:45.14,,,,,
States,,1600 Meter Relay,2021,14,"Montour, Jackson",Barrington,,,,,,
States,,1600 Meter Relay,2021,14,"Rego, Andrew",Barrington,,,,,,
States,,1600 Meter Relay,2021,14,"Stabach, Colin",Barrington,,,,,,
States,,3200 Meter Relay,2021,1,"Pereira, Jack",St. Raphael's,8:01.87,,,,,
States,,3200 Meter Relay,2021,1,"Mayol, Pedro",St. Raphael's,,,,,,
States,,3200 Meter Relay,2021,1,"Kipyego, Devan",St. Raphael's,,,,,,
States,,3200 Meter Relay,2021,1,"Kipyego, Darius",St. Raphael's,,,,,,
States,,3200 Meter Relay,2021,2,"Bishop, Lachlan",LaSalle,8:03.13,,,,,
States,,3200 Meter Relay,2021,2,"Parenteau, David",LaSalle,,,,,,
States,,3200 Meter Relay,2021,2,"Santos, Blake",LaSalle,,,,,,
States,,3200 Meter Relay,2021,2,"Maxwell, Alexander",LaSalle,,,,,,
States,,3200 Meter Relay,2021,3,"Schultz, John",North Kingstown,8:06.54,,,,,
States,,3200 Meter Relay,2021,3,"Sullivan, Jacob",North Kingstown,,,,,,
States,,3200 Meter Relay,2021,3,"Piturro, Greg",North Kingstown,,,,,,
States,,3200 Meter Relay,2021,3,"Ferrell, Cameron",North Kingstown,,,,,,
States,,3200 Meter Relay,2021,4,"Cummins, Sullivan",Chariho,8:07.95,,,,,
States,,3200 Meter Relay,2021,4,"Weeden, Finn",Chariho,,,,,,
States,,3200 Meter Relay,2021,4,"Elwell, Colby James",Chariho,,,,,,
States,,3200 Meter Relay,2021,4,"Golas, Joseph",Chariho,,,,,,
States,,3200 Meter Relay,2021,5,"Serra, Jacob",Westerly,8:11.08,,,,,
States,,3200 Meter Relay,2021,5,"Kelly, Tanner",Westerly,,,,,,
States,,3200 Meter Relay,2021,5,"Delicato, Jakob",Westerly,,,,,,
States,,3200 Meter Relay,2021,5,"Cozzolino, Nicholas",Westerly,,,,,,
States,,3200 Meter Relay,2021,6,"Bennett, Reilly",Smithfield,8:29.27,,,,,
States,,3200 Meter Relay,2021,6,"DiGregorio, Dante",Smithfield,,,,,,
States,,3200 Meter Relay,2021,6,"Maione, Ethan",Smithfield,,,,,,
States,,3200 Meter Relay,2021,6,"Saddlemire, Elijah",Smithfield,,,,,,
States,,3200 Meter Relay,2021,7,"Hauser, Steven",Bishop Hendricken,8:31.55,,,,,
States,,3200 Meter Relay,2021,7,"Breard, Joshua",Bishop Hendricken,,,,,,
States,,3200 Meter Relay,2021,7,"Jablonski, Wilson",Bishop Hendricken,,,,,,
States,,3200 Meter Relay,2021,7,"Frezza, Andrew",Bishop Hendricken,,,,,,
States,,3200 Meter Relay,2021,8,"Henson, Will",Cumberland,8:32.67,,,,,
States,,3200 Meter Relay,2021,8,"Picchioni, Matthew",Cumberland,,,,,,
States,,3200 Meter Relay,2021,8,"Walker, John",Cumberland,,,,,,
States,,3200 Meter Relay,2021,8,"Harvey, Wheaton",Cumberland,,,,,,
States,,3200 Meter Relay,2021,9,"Robbins, Shawn",Cranston West,8:34.78,,,,,
States,,3200 Meter Relay,2021,9,"Morales, Peter",Cranston West,,,,,,
States,,3200 Meter Relay,2021,9,"Quero, Nathan",Cranston West,,,,,,
States,,3200 Meter Relay,2021,9,"Khanjari, Cole",Cranston West,,,,,,
States,,3200 Meter Relay,2021,10,"Clarkin, Andrew",Coventry,8:35.65,,,,,
States,,3200 Meter Relay,2021,10,"Marszalek, Riley",Coventry,,,,,,
States,,3200 Meter Relay,2021,10,"Sheldon, Troy",Coventry,,,,,,
States,,3200 Meter Relay,2021,10,"Brothers, Peter",Coventry,,,,,,
States,,3200 Meter Relay,2021,11,"Rego, Andrew",Barrington,8:38.96,,,,,
States,,3200 Meter Relay,2021,11,"Piedade, Brandon",Barrington,,,,,,
States,,3200 Meter Relay,2021,11,"Vaughn, Holden",Barrington,,,,,,
States,,3200 Meter Relay,2021,11,"Montour, Jackson",Barrington,,,,,,
States,,3200 Meter Relay,2021,12,"Brady, Jeff",Portsmouth,8:39.40,,,,,
States,,3200 Meter Relay,2021,12,"Goodfriend, Harrison",Portsmouth,,,,,,
States,,3200 Meter Relay,2021,12,"Zani, Wake",Portsmouth,,,,,,
States,,3200 Meter Relay,2021,12,"Defalco, Jae",Portsmouth,,,,,,
States,,3200 Meter Relay,2021,13,"Balon, Austin",Lincoln,8:43.68,,,,,
States,,3200 Meter Relay,2021,13,"Mathur, Pranjal",Lincoln,, ,,,,
States,,3200 Meter Relay,2021,13,"Zhao, Thomas",Lincoln,,,,,,
States,,3200 Meter Relay,2021,13,"Evans, Nathan",Lincoln,,,,,,
States,,3200 Meter Relay,2021,14,"Cobb, Nicholas",Cranston East,8:50.55,,,,,
States,,3200 Meter Relay,2021,14,"Ramirez, Carlos",Cranston East,,,,,,
States,,3200 Meter Relay,2021,14,"Harris, Wyatt",Cranston East,,,,,,
States,,3200 Meter Relay,2021,14,"Quinn, Deem",Cranston East,,,,,,
States,,3200 Meter Relay,2021,15,"Shiels, Brody",South Kingstown,8:56.44,,,,,
States,,3200 Meter Relay,2021,15,"Torrell, Drew",South Kingstown,,,,,,
States,,3200 Meter Relay,2021,15,"Sweet, Keller",South Kingstown,,,,,,
States,,3200 Meter Relay,2021,15,"Reid, James",South Kingstown,,,,,,
States,,Shot Put,2022,1,"Robinson-O'Hagan, Tarik",Woonsocket,"64'8 1/4""",19.71 m,,,,
States,,Shot Put,2022,2,"Hazard, Ryan",South Kingstown,"56'6 1/2""",17.23 m,,,,
States,,Shot Put,2022,3,"Nyannah, Blessjoey",Bishop Hendricken,"52'1 1/2""",15.88 m,,,,
States,,Shot Put,2022,4,"Hayes, Jason",Middletown,"50'5 1/2""",15.37 m,,,,
States,,Shot Put,2022,5,"Field, Nathan",North Kingstown,"48'2 1/2""",14.69 m,,,,
States,,Shot Put,2022,6,"McPeak, Ryan",Lincoln,"47'9 1/2""",14.56 m,,,,
States,,Shot Put,2022,7,"Akinsulire, Oluwatosin",Classical,"47'5""",14.45 m,,,,
States,,Shot Put,2022,8,"Durang, Tyler",Lincoln,"45'9 3/4""",13.96 m,,,,
States,,Shot Put,2022,9,"Daigneau, Curt",Bishop Hendricken,"44'0 3/4""",13.43 m,,,,
States,,Shot Put,2022,10,"Perez, Gustavo",Classical,"43'11 3/4""",13.40 m,,,,
States,,Shot Put,2022,11,"Ambrad, Nathaniel",South Kingstown,"43'4 1/2""",13.22 m,,,,
States,,Shot Put,2022,12,"Harmon, Andrew",North Kingstown,"42'9""",13.03 m,,,,
States,,Shot Put,2022,13,"Morin, Alex",Bishop Hendricken,"42'3 3/4""",12.89 m,,,,
States,,Shot Put,2022,14,"Spurrell, Charlie",Wheeler,"41'10 3/4""",12.76 m,,,,
States,,Shot Put,2022,15,"Sward, Phoenix",South Kingstown,"41'3 3/4""",12.59 m,,,,
States,,Shot Put,2022,16,"Converse, Patrick",Cumberland,"38'7 1/4""",11.76 m,,,,
States,,Shot Put,2022,17,"Faccenda, Steve",Cranston West,"38'4""",11.68 m,,,,
States,,Shot Put,2022,18,"Meus, Moses",St. Raphael's,"37'3 1/4""",11.36 m,,,,
States,,Discus,2022,1,"Robinson-O'Hagan, Tarik",Woonsocket,"184'2""",56.13 m,,,,
States,,Discus,2022,2,"McPeak, Ryan",Lincoln,"158'4""",48.26 m,,,,
States,,Discus,2022,3,"Hayes, Jason",Middletown,"156'6""",47.70 m,,,,
States,,Discus,2022,4,"Hazard, Ryan",South Kingstown,"151'1""",46.05 m,,,,
States,,Discus,2022,5,"Ambrad, Nathaniel",South Kingstown,"150'1""",45.74 m,,,,
States,,Discus,2022,6,"Nyannah, Blessjoey",Bishop Hendricken,"144'0""",43.89 m,,,,
States,,Discus,2022,7,"Chesney, Joseph",Cumberland,"137'10""",42.01 m,,,,
States,,Discus,2022,8,"Wordell, Ethan",North Kingstown,"135'8""",41.35 m,,,,
States,,Discus,2022,9,"Toro, Christian",Lincoln,"133'4""",40.64 m,,,,
States,,Discus,2022,10,"Daigneau, Keith",Bishop Hendricken,"130'4""",39.72 m,,,,
States,,Discus,2022,11,"Ibarra, Jude",Bishop Hendricken,"130'2""",39.67 m,,,,
States,,Discus,2022,12,"Akinsulire, Oluwatosin",Classical,"128'7""",39.19 m,,,,
States,,Discus,2022,13,"Fay, Michael",Barrington,"127'1""",38.73 m,,,,
States,,Discus,2022,14,"Durang, Tyler",Lincoln,"122'2""",37.23 m,,,,
States,,Discus,2022,15,"Rush, Parker",LaSalle,"120'3""",36.65 m,,,,
States,,Discus,2022,16,"Harmon, Andrew",North Kingstown,"119'6""",36.42 m,,,,
States,,Discus,2022,17,"Mota, Brandon",West Warwick,"113'3""",34.51 m,,,,
States,,Discus,2022,x,"Oberheu, Killian",Narragansett,Foul,,,,,
States,,Hammer,2022,1,"Robinson-O'Hagan, Tarik",Woonsocket,"249'5""",76.02 m,,,,
States,,Hammer,2022,2,"Robbins, Asher",Barrington,"218'8""",66.64 m,,,,
States,,Hammer,2022,3,"Toro, Christian",Lincoln,"218'2""",66.49 m,,,,
States,,Hammer,2022,4,"Cappoza, Liam",Barrington,"206'8""",62.99 m,,,,
States,,Hammer,2022,5,"Culhane, Shamus",North Kingstown,"198'11""",60.62 m,,,,
States,,Hammer,2022,6,"Harmon, Andrew",North Kingstown,"198'10""",60.60 m,,,,
States,,Hammer,2022,7,"Jefferies-Hazard, Kareem",Central,"197'5""",60.17 m,,,,
States,,Hammer,2022,8,"Spurrell, Charlie",Wheeler,"187'7""",57.17 m,,,,
States,,Hammer,2022,9,"Wordell, Ethan",North Kingstown,"186'10""",56.94 m,,,,
States,,Hammer,2022,10,"Abdul-Mumin, Ali",Classical,"180'5""",54.99 m,,,,
States,,Hammer,2022,11,"Nyannah, Blessjoey",Bishop Hendricken,"177'7""",54.12 m,,,,
States,,Hammer,2022,12,"Daigneau, Keith",Bishop Hendricken,"176'11""",53.92 m,,,,
States,,Hammer,2022,13,"Field, Nathan",North Kingstown,"170'9""",52.04 m,,,,
States,,Hammer,2022,14,"McGovern, Liam",North Kingstown,"168'1""",51.23 m,,,,
States,,Hammer,2022,15,"Hazard, Ryan",South Kingstown,"167'8""",51.10 m,,,,
States,,Hammer,2022,16,"Fay, Michael",Barrington,"167'4""",51.00 m,,,,
States,,Hammer,2022,17,"Laflamme, Michael",Bishop Hendricken,"154'7""",47.11 m,,,,
States,,Hammer,2022,x,"Mota, Brandon",West Warwick,Foul,,,,,
States,,Javelin,2022,1,"Cute, Maxwell",LaSalle,"198'10""",60.60 m,,,,
States,,Javelin,2022,2,"Dubois, Adam",North Smithfield,"190'11""",58.19 m,,,,
States,,Javelin,2022,3,"Rush, Parker",LaSalle,"188'2""",57.35 m,,,,
States,,Javelin,2022,4,"Chinn, Cameron",Bishop Hendricken,"177'10""",54.20 m,,,,
States,,Javelin,2022,5,"David, Javien",East Greenwich,"157'3""",47.92 m,,,,
States,,Javelin,2022,6,"Toro, Christian",Lincoln,"153'0""",46.63 m,,,,
States,,Javelin,2022,7,"Ambrad, Nathaniel",South Kingstown,"152'9""",46.55 m,,,,
States,,Javelin,2022,8,"Potter VI, Charly",Barrington,"148'7""",45.28 m,,,,
States,,Javelin,2022,9,"McPeak, Ryan",Lincoln,"147'8""",45.00 m,,,,
States,,Javelin,2022,10,"D'Artista, Matthew",LaSalle,"147'2""",44.85 m,,,,
States,,Javelin,2022,11,"Sward, Phoenix",South Kingstown,"146'3""",44.57 m,,,,
States,,Javelin,2022,12,"Lesser, Archer",Classical,"144'4""",43.99 m,,,,
States,,Javelin,2022,13,"Durang, Tyler",Lincoln,"134'9""",41.07 m,,,,
States,,Javelin,2022,14,"Fay, Michael",Barrington,"121'9""",37.10 m,,,,
States,,Javelin,2022,15,"Porter, Neil",Rogers,"117'7""",35.83 m,,,,
States,,Javelin,2022,16,"Pesce, John",LaSalle,"108'8""",33.12 m,,,,
States,,High Jump,2022,1,"Buchanan, Marquis",Classical,"6'4""",1.93 m,,,,
States,,High Jump,2022,2,"Lamoureux, Nick",North Smithfield,"6'4""",1.93 m,,,,
States,,High Jump,2022,3,"Saunders, Jaden",Smithfield,"6'2""",1.87 m,,,,
States,,High Jump,2022,4,"Torres, Patrick",Bishop Hendricken,"6'0""",1.82 m,,,,
States,,High Jump,2022,5,"Fisher, Brady",LaSalle,"6'0""",1.82 m,,,,
States,,High Jump,2022,6,"McCann-Carter, Ethan",St. Raphael's,"6'0""",1.82 m,,,,
States,,High Jump,2022,7,"Lane, Gabriel",Moses Brown,"5'10""",1.77 m,,,,
States,,High Jump,2022,8,"Reyes, Jakob",Bishop Hendricken,"5'10""",1.77 m,,,,
States,,High Jump,2022,T-9,"Loyola, Nikolai",Portsmouth,"5'10""",1.77 m,,,,
States,,High Jump,2022,T-9,"Brady, Jeff",Portsmouth,"5'10""",1.77 m,,,,
States,,High Jump,2022,11,"Gilbert, Matthew",Rogers,"5'8""",1.72 m,,,,
States,,High Jump,2022,12,"Ochgwu, Kenaz",East Providence,"5'8""",1.72 m,,,,
States,,High Jump,2022,13,"Oakes, Carson",Narragansett,"5'8""",1.72 m,,,,
States,,High Jump,2022,T-14,"Rossi, Joseph",North Smithfield,"5'6""",1.67 m,,,,
States,,High Jump,2022,T-14,"Blazewicz, Andrew",Barrington,"5'6""",1.67 m,,,,
States,,High Jump,2022,T-14,"Potter V, Chucky",Barrington,"5'6""",1.67 m,,,,
States,,High Jump,2022,x,"Shiels, Brody",South Kingstown,nh,,,,,
States,,High Jump,2022,x,"Knobel, Jeremy",Smithfield,nh,,,,,
